hostname,software
social.computerfox.xyz,mastodon
phocks.eu.org,mastodon
greenfrog.life,mastodon
jpmstdn.com,mastodon
social.postfixnotation.org,mastodon
mastodon.quantumindigo.org,mastodon
kemoshiko.com,misskey
anywise.net,mastodon
limulus.net,mastodon
social.luxiferapp.com,pleroma
misskey.zyoshoka.com,misskey
ttrpg-hangout.social,mastodon
osbar.space,mastodon
korrenkerren.com,writefreely
lilkev.dev,mastodon
pleroma.polyserv.xyz,pleroma
usasa.ky,misskey
lm.kazv.moe,pleroma
higher-edu.social,mastodon
mi.siotter.xyz,misskey
gegenstimme.tv,peertube
procursus.social,mastodon
truthsocialpro.org,mastodon
gehirneimer.de,mbin
tube.fedi.quebec,peertube
awjeez.help,mastodon
mastodon.zevs.me,mastodon
mastodon.donttrust.me,mastodon
msky.halfdos.net,misskey
rodent.life,mastodon
misskey.hakoniwa-project.com,misskey
herstand.social,mastodon
1722327455736.kzkr.xyz,cherrypick
hlavac.social,mastodon
mastodon.mesothermal.science,mastodon
hedgehog.pub,mastodon
portraits.social.pekkasipila.com,mastodon
xn--qbtm095lrg0bfka60z.chn.moe,misskey
social.etc-services.de,mastodon
ccrvb.com,mastodon
social.server17.net,mastodon
pixel.balamb.fr,pixelfed
toot.hostdon.ne.jp,mastodon
friendica.philipp.info,friendica
blog.guaranteedstruggle.host,writefreely
mastodon.wihel.de,mastodon
buffalo.askapunk.net,gancio
ovaltube.codinglab.ch,peertube
ravenation.club,mastodon
mastodon.lanofthedead.xyz,mastodon
mastodon.poukpouk.com,mastodon
problemes.eu.org,hometown
blog.pajd.org,writefreely
snowmans.land,mastodon
lightcrystal.fedicity.net,mastodon
howse.social,mastodon
relay.mycrowd.ca,aoderelay
dope.bz,mastodon
redspinning.top,pleroma
z0ne.social,foundkey
syndicat.chat,mastodon
cycling.ianbgibson.com,writefreely
squid.cafe,mastodon
flausch.social,mastodon
mastodon.kingant.net,mastodon
shotgunlife.social,mastodon
tmi.pics,pixelfed
opensocial.at,friendica
schraepler.de,sharkey
nitecrew.rip,hometown
awesomein.space,mastodon
communitymedia.video,peertube
mk.howamun.day,misskey
bbs.9tail.net,lemmy
pix.darkou.fr,pixelfed
fv.xonia.es,pleroma
fils.bastien-dumont.onmypc.net,pleroma
www.fishd.uk,writefreely
social.jeronimodesign.com,mastodon
owncast.woitschetzki.eu,owncast
relay.witter.cz,activityrelay
peertube6new.pocketnet.app,peertube
outerheaven.club,akkoma
social.am-networks.fr,mastodon
mastodon.makerforce.io,mastodon
text.tchncs.de,writefreely
s.schof.org,mastodon
social.kunveni.net,mastodon
ak.kumis.industries,akkoma
mastodon.skylord.io,mastodon
mast.j5155.page,mastodon
piraten-partei.social,mastodon
pixelfed.sandbox.connection.fr,pixelfed
friends.polli.social,friendica
tube.org.il,peertube
slowblog.eu,friendica
social.damianwajer.com,friendica
pixelfed.tcjc.uk,pixelfed
social.taker.fr,mastodon
burma.social,mastodon
social.milhousfamily.com,akkoma
phoenixproject.group,peertube
family.jmstevens.ca,mastodon
s.jape.work,lemmy
blog.liberta.vip,writefreely
le.fduck.net,lemmy
social.zuendmasse.de,misskey
teslapwners.club,mastodon
mastodon.sunn.net,mastodon
gts.endgameviable.com,gotosocial
lostall.faith,mastodon
notnull.space,gotosocial
silversword.online,mastodon
dimsumdams.xyz,mastodon
mk.gregorius.club,misskey
blog.gayfr.social,plume
misskey.ciffelia.com,misskey
mastodon.nealgroothuis.name,mastodon
conwayfamily.org,mastodon
fluffpri.de,akkoma
plume.luciferi.st,plume
upallnight.minnix.dev,mastodon
social.arachnitech.com,gotosocial
mastoworx.social,wildebeest
fl0w.cc,lemmy
pixel.fabulousfabs.fr,pixelfed
toot.mantyke.icu,mastodon
plume.lightnovel-dungeon.de,plume
lemmy.dbzer0.com,lemmy
diasp.eu,diaspora
blog.slimegirl.social,writefreely
lemmy.teuto.icu,lemmy
social.tsuyabashi.dev,misskey
awkward.place,pleroma
lehrerzimmer.social,mastodon
firefish.fedibikes.de,firefish
dmv.community,mastodon
mstdn.ipol.social,mastodon
social.stmh.io,mastodon
z.kvche.ch,firefish
www.foxyhole.io,firefish
don.nzws.me,mastodon
wuffi.es,sharkey
freethought.online,hometown
videos.shmalls.pw,peertube
videos.webcoaches.net,peertube
social.thinkingguy.com,mastodon
social.pcwideopen.com,pleroma
jadero.com,gotosocial
mastodon.freetalk.club,mastodon
transfem.social,sharkey
syngevity.hosted.spacebear.ee,mastodon
kinkyelephant.com,mastodon
tube-action-educative.apps.education.fr,peertube
mijukey.work,misskey
realize.be,drupal
itsme.lgbt,mastodon
msky.nekokawa.net,misskey
muso.social,mastodon
retrodev.social,gotosocial
social.endersonmaia.com.br,gotosocial
vivere.uno,mastodon
fedi.bar,friendica
plushies.social,mastodon
mk.peg.osaka,misskey
mar.archipielago.uno,akkoma
mirus.club,mastodon
0x123.org,gotosocial
restraint.social,mastodon
relay.berserker.town,aoderelay
hawk.acosi.com,mastodon
pleroma.amefur.asia,pleroma
social.dogspin.xyz,friendica
quarium.xyz,mastodon
bundyo.com,mastodon
bscabl.ddns.net,mastodon
mastodon.kypeli.com,mastodon
gotosocial.oceansurf.org,gotosocial
friendica.nthomas20.net,friendica
pixelfed.rittenserver.synology.me,pixelfed
kitty.social,sharkey
bemrose.social,akkoma
goatberg.org,forgejo
soc.zom.bi,mastodon
ourtribeonline.com,mastodon
fotos.ikhoefgeen.nl,pixelfed
f.kidi.ng,gotosocial
sns.mouii.net,misskey
akk.noury.li,akkoma
peertube.livingutopia.org,peertube
lemmy.mlaga97.space,lemmy
loci.onl,mastodon
62ki.net,yoiyami
postmarks.glitch.me,postmarks
social.scharfnado.com,gotosocial
mastodon.co.il,mastodon
social.scriptjunkie.us,mastodon
toot.plus.yt,mastodon
mastodon.gurubert.de,mastodon
bark.dogdroid.dev,sharkey
kalaclista.com,gotosocial
auroraplanet.blue,firefish
mastodon.sg,mastodon
t.aqn.jp,mastodon
fediverse.carleton.social,gotosocial
beta.14chan.jp,teddybear
sns.opencourse.kr,mastodon
app.bikers.social,mastodon
social.victimcache.com,pleroma
misskey.snowdrop.cloud,misskey
foxgirl.eu,gotosocial
rentadrunk.org,lemmy
masterbatedone.social,mastodon
climatejustice.global,mastodon
albireo.am0300snow.com,mastodon
mstdn.m3press.jp,mastodon
safareig.calbasi.net,mastodon
goresee.com,peertube
farts.social,mastodon
tmux.f5.si,mastodon
gamerplus.org,mastodon
pcgamer.social,mastodon
links.pburke.me,postmarks
social.ovegard.se,mastodon
git.ludoviko.ch,forgejo
xn--56a.social,mastodon
g2s.azbycx.xyz,gotosocial
nonsocialand.space,mastodon
engineered.space,pleroma
ussr.rumiserver.com,rumisskey
tooted.space,mastodon
base.lc,mastodon
soc.psynet.me,mastodon
friendica.nx-pod.de,friendica
normal.style,mastodon
beige.party,mastodon
mastodon.deathbybandaid.net,mastodon
mastodon.sujets-libres.fr,mastodon
maddie.rocks,mastodon
m.mou.best,mastodon
fedi.isekai.rocks,akkoma
social.mrks.network,mastodon
ma.suldomi.net,mastodon
www.nileshonly.com,writefreely
masto.sadrarin.com,mastodon
hi.sogo.la,gotosocial
mstdn.cool,mastodon
millefeuilles.cloud,bookwyrm
neuhub.org,hubzilla
lemmy.zip,lemmy
tenpoku.com,misskey
blog.mithril.re,writefreely
lem.cochrun.xyz,lemmy
fedi.raventhemaker.com,mastodon
social.aylett.co.uk,pleroma
rattodon.nexus,mastodon
mastodon.maho-do.jp,mastodon
mstdn.alicia.ne.jp,mastodon
fedi.shard.news,gotosocial
alphabetica.masto.host,mastodon
cawfee.club,pleroma
ticketzon.it,Mobilizon
git.tilera.org,forgejo
postingbrain.com,mastodon
videos.globenet.org,peertube
friedcheese.us,pleroma
frootmig.net,mastodon
straightouttacotton.com,pixelfed
mastodon.gaunt.dev,mastodon
p.changeme.fr.eu.org,akkoma
pl.katsuiro.com,pleroma
spectra.video,peertube
linux.community,lemmy
fireplace.cafe,mastodon
patchwork.tangoit.net,mastodon
banjo.town,mastodon
noventech.social,mastodon
eurovisiondrinking.com,takahe
xforum.dev,mastodon
rebel-lion.uk,mastodon
mastodon.solsystem.social,mastodon
pleroma.someotherguy.xyz,pleroma
mas.whippy.kr,mastodon
mastodon.blaho.info,mastodon
social.ahlcode.fi,firefish
mergl.in,mastodon
mtd.task.vc,mastodon
chaos-gp.social,mastodon
privacyofficers.social,mastodon
staging.mstdn.misaca.network,mastodon
edafe.social,mastodon
mididungeon.xyz,pleroma
gay.skid.do,mastodon
alvarado.social,mastodon
paneworld.life,misskey
lemmy.w9r.de,lemmy
mastodon.3fx.ch,mastodon
skel-9.sutty.nl,sutty-distributed-press
write.guedes.com.pt,writefreely
toot.uoga.net,pleroma
social.lkw.tf,friendica
disabled.social,mastodon
social.brokenbydesign.org,akkoma
mastodon.cooleysekula.net,mastodon
mastodon.personalspaceshow.lawyer,mastodon
social.mistflux.co.uk,mastodon
social.0c0o.com,mastodon
tube.helpsolve.org,peertube
social.lebka.at,pleroma
social.nevira.net,pleroma
muenchen.social,mastodon
gts.turtle.garden,gotosocial
shiro.dog,mastodon
social.zeroplex.tw,mastodon
masto.4lgorhythm.io,mastodon
blog.writefreely.org,writefreely
scalies.cc,akkoma
io.mwl.io,hometown
rsngrtn.fyi,mastodon
ncc1701e.social,mastodon
mastodon.oysta.au,mastodon
ecrire.sans.pub,writefreely
fractalthreads.net,mastodon
mastodon.adrien.run,mastodon
hey.hagelb.org,gotosocial
fedi.at,mastodon
adhd.energy,mastodon
gts.3cmr.fr,gotosocial
egregorelivresblog.wordpress.com,wordpress
posts.dumb.stuff.donaberger.xyz,mastodon
ranovers.fr,mastodon
masto.nicolastissot.fr,mastodon
foxylo.xyz,pleroma
otogamer.me,mastodon
misskey.sizedon.com,misskey
hellions.cloud,mastodon
video.citizen4.eu,peertube
diasp.de,diaspora
events.obl.ong,Mobilizon
rivals.space,mastodon
toot.scott.ee,gotosocial
social.pneumasolutions.com,mastodon
twitter.resolvt.net,mastodon
akko.gay-garden.no,akkoma
tube.nx-pod.de,peertube
sfba.social,mastodon
social.hispabot.freemyip.com,mastodon
calendario-lunar.com,snac
mess.social,mastodon
social.tuki.dev,misskey
blog.syvi.net,writefreely
finndom.space,mastodon
ping.the-planet.space,misskey
soc.kouett.net.eu.org,akkoma
mastodon.tass.is,mastodon
shrediverse.net,gotosocial
post.liaru.link,mastodon
locked.canids.de,mastodon
social.kawaiyume.net,firefish
hackodon.com,mastodon
stadtmg.social,mastodon
splat00n.ink,mastodon
trada.day,mastodon
fw.ponychord.rocks,funkwhale
zgz.convoca.la,gancio
mastodon.themgineer.gay,mastodon
56kbits.cloud,mastodon
gedankenlie.be,gotosocial
social.anjara.eu,mastodon
lemmy.autism.place,lemmy
social.tealshark.net,sharkey
social.afontaine.dev,akkoma
m.petrus.sk,mastodon
always.grumpy.world,mastodon
cultusmechanic.us,mastodon
misskey.sweshelo.jp,misskey
netmynd.org,mastodon
gc-key.xn--vusz0j.life,misskey
futurology.today,lemmy
kommentakerfid.is,mastodon
mymath.rocks,bovine
mastodon.arch-linux.cz,mastodon
tube.2s.ink,peertube
cafe.diagonalley.club,pleroma
fm619.club,mastodon
mastodon.masip.cat,mastodon
svu.social,mastodon
social.mven.nl,mastodon
audiogames.social,mastodon
hub.art3mis.de,hubzilla
freedomofspee.ch,mastodon
instancia.org,mastodon
ctrvx.net,snac
pullopen.xyz,mastodon
social.0x.kiwi,mastodon
team.matechan.com,misskey
fedi.video,peertube
ki6bjv.social,mastodon
video.heidegg.lu,peertube
gts.xmgz.eu,gotosocial
lemmy.klein.ruhr,lemmy
blog.yrk06.dev,writefreely
mastodooooooon.xyz,mastodon
mastodon.dennisforbes.ca,mastodon
startrek.website,lemmy
masto.measure.chat,mastodon
cooler.mom,hometown
lemmy.thefloatinglab.world,lemmy
soc.punktrash.club,pleroma
bw3.dev,microblogpub
wer.social,gotosocial
social.randomserver.org,mastodon
cysec.social,mastodon
jaran.flaath.no,writefreely
social.translunar.academy,akkoma
werebeast.net,mastodon
finkasaur.us,mastodon
relay.better.boston,activityrelay
peertube.concordia.social,peertube
video.gresille.org,peertube
misskey.bubbletea.dev,misskey
aldr.social,mastodon
git.arachnitech.com,forgejo
social.harpia.red,akkoma
surutodon.net,mastodon
social.4142.io,mastodon
social.rainevixen.com,mastodon
pub.odekake.love,misskey
mastodon.wtfomfg.org,mastodon
social.iterna.de,mastodon
social.silicon.moe,mastodon
startrekdiscussionboard.blog,mastodon
mastodon.minesco.ch,mastodon
mastodon.magoniadb.com,mastodon
mastodon.fosslife.org,mastodon
mrtodon.net,mastodon
t.kiriha.me,mastodon
mastodon.landlordsguild.com,mastodon
narwhal.city,lotide
phparch.social,mastodon
tube.sbcloud.cc,peertube
wxw.ooo,mastodon
social.dargan.uk,mastodon
quarteredcircle.net,mastodon
stillbetterthanmastodon.social,writefreely
social.nicholasolson.dev,mastodon
tale.violaine.xyz,writefreely
lemmy.noellesporn.de,lemmy
mastodon.knight.fyi,mastodon
chaoticneutral.space,mastodon
station.y-space.de,pleroma
bookwormstory.social,lemmy
masto.halfpastfour.club,mastodon
corneill.es,mastodon
t.freesky.im,mastodon
fi.kinachan.com,firefish
45sukey.net,misskey
video.ncot.uk,peertube
pfalz.social,mastodon
pixelfed.art,pixelfed
social.jjohnson.org,pleroma
stream.steele.blue,owncast
social.plhk.dev,gotosocial
mooskirsch.xyz,pleroma
lyingvoid.social,mastodon
puck.exposed,kroeg
writefreely.lokean.org,writefreely
social.maurizi.org,gotosocial
git.meows.gay,forgejo
asocial.cabin.digital,gotosocial
msky.41kg.com,misskey
subby.solutions,akkoma
follow.schmaller.de,friendica
thomasjpr.social,mastodon
video.writeas.org,peertube
couch.beerriot.com,akkoma
misskey.lazywildcat.net,misskey
mastodon.reysic.com,mastodon
csisac.social,mastodon
pixelfed.gouacheairship.com,pixelfed
meet.zeal.center,Mobilizon
betula.lithium.puida.xyz,betula
tube.dnet.one,peertube
nagisa.town,misskey
morphnet.de,mastodon
avalonjazz.ca,Mobilizon
tribe.net,mastodon
fnando.com,mastodon
negi.fjordur.net,misskey
social.noleron.com,mastodon
secretstage.club,mastodon
social.bwpost.online,mastodon
nanitebased.club,mastodon
rustedneuron.com,mastodon
anarshy.social,mastodon
mycircle.events,misskey
misskey.assaultli.ly,misskey
pics.chiefgyk3d.com,pixelfed
social.ars.electronica.art,mastodon
social.jsr.com,mastodon
oliphaunt.social,mastodon
moto.exchange,mastodon
code.cartoon-aa.xyz,forgejo
toots.ro,mastodon
pixel.felunis.de,pixelfed
breizh.social,mastodon
allforall.network,pleroma
m.udrei.org,mastodon
feed.casa,mastodon
fedi.j1nk4l.com,mastodon
stereodon.social,mastodon
mastodon.boogstreken.be,mastodon
compound.social,mastodon
sphere.fx4.net,mastodon
books.variousbits.net,bookwyrm
tigeskey.tarbin.net,tanukey
unstable.systems,mastodon
community.uncensoredwisdom.com,friendica
twitter.oksocial.net,pleroma
sportsfans.social,mastodon
mi.b-guild.net,misskey
babaded.tk,mastodon
peer.madiator.cloud,peertube
monyet.cc,lemmy
lemmy.nope.ly,lemmy
mastodon.westsideblogger.eu,mastodon
cartel.institute,hubzilla
retrophisch.social,mastodon
sharetron.com,hometown
social.dbzfans.online,gotosocial
peertube.deadtom.me,peertube
h.kokuda.org,mastodon
mastodon.cgx.me,mastodon
bonequest.net,mastodon
m.olio.lol,mastodon
endtimebelievers.com,mastodon
social.packetloss.gg,lemmy
forall.social,mastodon
eostagram.com,misskey
maclock.social,mastodon
hat-eine.entenbru.st,sharkey
mi.yumechi.jp,misskey
toot.robzazueta.com,mastodon
m6n.akimasa.jp,mastodon
mastdn.io,mastodon
fedi.fullstuck.net,mastodon
hachyderm.io,mastodon
genomic.social,mastodon
deadrobots.social,mastodon
social.abakas.com,mastodon
m7.social,mastodon
sanchayanmaity.com,gotosocial
mystics-den.club,misskey
worm.horse,mastodon
lemmy.saik0.com,lemmy
zeroping.cc,mastodon
elbmatsch.de,mastodon
sciencemediacenter.social,mastodon
social.ersei.net,gotosocial
is-a.cat,mastodon
jazztodon.com,mastodon
lgbt.io,mastodon
social.apes.org.uk,mastodon
brioco.art,pixelfed
social.nerdzoom.media,mastodon
reddrefuge.com,lemmy
mstdn.sublimer.me,mastodon
posts.dynamic.land,mastodon
social.andrewyu.org,snac
kotaro.me,firefish
mstdn.gunma.jp,mastodon
video.tedomum.net,peertube
squirrel.pub,mastodon
social.ridetrans.it,mastodon
social.squeep.com,akkoma
mi.4587-aya-0p.work,misskey
techpolicy.social,mastodon
relay-nb.activitypub.ca,activityrelay
mastodon.net.engineering,mastodon
pix.brass.host,pixelfed
pixelfed.caylee.de,pixelfed
dannythe.site,mastodon
social.floof.org,friendica
mastodon.rollingkittens.com,mastodon
mk.moth.zone,sharkey
ladies.community,mastodon
cartbefore.horse,hometown
freesia.space,misskey
social.nihil.ws,snac
mspsocial.net,hometown
body.social,mastodon
castlecannon.house,friendica
relay.toot.community,aoderelay
radar.fail,mastodon
trans.enby.town,akkoma
magnetic-ink.dk,pleroma
pixelfed.cafe,pixelfed
social.fcourtois.net,mastodon
tube.4267656.xyz,peertube
cafe.secretbearsociety.org,gotosocial
videos.lemouvementassociatif-pdl.org,peertube
829.hu,misskey
mastodon.seahousen.eu,mastodon
poggers.pogcha.mp,sharkey
doujin.biz,mastodon
social.glasgownet.com,firefish
hellspawn.lgbt,sharkey
kyou.social,akkoma
avatastic.uk,mastodon
maindreieck-tv.de,peertube
gts.cazzaserver.com,gotosocial
ariake.concrnt.net,
panelinha.club,mastodon
pdx.social,mastodon
mastodon.tffppodcast.com,mastodon
posting.cafe,gotosocial
troot.social,mastodon
rwx.ch,mastodon
zx81.social,mastodon
social.tinfoil-hat.net,pleroma
mastodon.igl.ooo,mastodon
mastodon.ptolemaios.fr,mastodon
todon.eu,mastodon
mastodon.openjw.com,mastodon
hades.town,mastodon
transmom.love,mastodon
social.44944.eu,gotosocial
social.tarasis.net,mastodon
friendica.myportal.social,friendica
mastodon.iow.social,mastodon
weirdwords.org,writefreely
friend.myocci.social,acropolis
astrum.social,mastodon
guild.pmdcollab.org,mastodon
blog.spikyhair.club,writefreely
thenks.social,mastodon
video.espr.cloud,peertube
tvwatch.party,mastodon
prion.warfare.bio,peertube
m.ansd.xyz,mastodon
mastodon.f4n.de,mastodon
coolmathgam.es,mastodon
fedi.femby.page,gotosocial
mastodon.catwuschel.com,mastodon
stage.ctfoto-galerie.heise.de,pixelfed
mastodon.3dgo.net,mastodon
miiverse.cafe,sharkey
freiewaehler.social,mastodon
toot.nclf.net,mastodon
birds.social,mastodon
social.nanoyun.net,gotosocial
mastodon.floe.earth,mastodon
boykisser.cat,iceshrimp
vdome.net,gotosocial
megatube.lilomoino.fr,peertube
zoeoconnell.co.uk,mastodon
reverie.masto.host,mastodon
social.edgeoftheuniver.se,mastodon
mastodon.flifloo.fr,mastodon
videos.ahp-numerique.fr,peertube
blog.webpigeon.me.uk,writefreely
www.figendi.de,wordpress
fluffs.au,mastodon
mast.shbbl.ru,mastodon
ku-kan-ya.hostdon.ne.jp,mastodon
scrubjay.social,mastodon
astri.family,firefish
social.laroche.dev,mastodon
am.pirateradio.social,funkwhale
mastodon.cowebapapa.nohost.me,mastodon
mk.spook.social,misskey
mnstdn.monster,mastodon
nextpayge.social,friendica
mastodon.bram.dev,mastodon
peertube.virtual-assembly.org,peertube
mstdn.nekogata.com,mastodon
catalan.social,mastodon
medic.cafe,mastodon
social.sigb.us,gotosocial
bat.netbat.net,iceshrimp
jerryleetv.itvend.eu,owncast
relay.dresden.network,activity-relay
social.teia.bio.br,friendica
serv2.wiki-tube.de,peertube
seo.chat,mastodon
delraymisfitsboard.com,lemmy
masto.toadking.com,mastodon
social.audacis.net,mastodon
mastodon.pinqin.cloud,mastodon
akkoma.meows.gay,akkoma
